12/31/2021,12/30/2022,-1.19%,2.00%,4.95%,2.36%,-5.47%,-4.42%,8.14%,5.71%,4.26%,23.24%,-13.52%,-3.10%,-4.61%,5.60%,11.98%,4.50%,1.63%,9.70%,1.87%,4.56%,3.93%,5.36%,0.34%,-9.02%,0.97%,0.30%,-2.65%,-17.70%,4.93%,2.85%,-5.38%,-12.86%,4.40%,-8.80%,-6.13%,0.51%,-8.80%,1.87%,2.36%,25.33%,2.00%,2.12%,-7.62%,-5.47%,-4.42%,1.63%,-14.22%,-1.59%,4.80%,1.65%,14.44%,-0.90%,9.92%,-2.95%,9.92%,-0.90%,4.34%,4.52%,7.10%,9.62%,12/31/2024,14.11%,14.76%,12.84%,16.28%,17.58%,12.93%,16.23%,12.17%,15.42%,34.02%,18.48%,16.65%,16.76%,24.66%,20.83%,18.04%,15.25%,35.22%,23.16%,24.30%,23.20%,24.90%,26.49%,12.08%,18.14%,11.93%,22.68%,19.86%,14.49%,17.96%,21.19%,19.47%,15.99%,22.37%,19.73%,24.91%,22.37%,23.16%,16.28%,35.74%,14.76%,19.63%,20.19%,17.58%,12.93%,21.24%,18.06%,21.52%,21.61%,15.85%,17.49%,13.36%,12.64%,10.52%,12.64%,13.36%,10.86%,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,12/31/2021,41.14%,24.24%,26.47%,33.99%,53.86%,26.20%,35.03%,25.61%,31.62%,56.41%,75.42%,30.94%,26.71%,25.87%,36.94%,37.07%,24.54%,78.00%,52.68%,47.55%,48.20%,44.95%,78.36%,38.13%,30.90%,22.98%,63.39%,52.08%,28.91%,40.65%,57.81%,60.76%,32.37%,56.25%,72.38%,66.12%,56.25%,52.68%,33.99%,48.00%,24.24%,45.56%,78.92%,53.86%,26.20%,50.24%,61.85%,38.76%,34.04%,37.37%,10.36%,22.25%,18.93%,32.29%,18.93%,22.25%,24.14%,19.35%,32.65%,17.24%,12/29/2023,18.61%,18.71%,17.22%,21.52%,27.34%,16.72%,24.20%,17.25%,20.36%,46.44%,29.73%,20.88%,19.04%,26.12%,32.05%,23.91%,18.66%,48.51%,31.58%,31.62%,30.66%,32.31%,39.84%,17.44%,18.96%,16.55%,33.44%,27.56%,19.06%,24.66%,30.62%,30.04%,20.97%,31.01%,34.51%,36.53%,31.01%,31.58%,21.52%,44.62%,18.71%,27.12%,34.75%,27.34%,16.72%,29.64%,30.00%,25.90%,26.61%,21.98%,16.98%,16.99%,16.49%,16.60%,16.49%,16.99%,15.88%,17.78%,25.50%,18.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2019,12/31/2020,23.61%,24.26%,16.04%,17.44%,19.91%,26.26%,19.36%,16.10%,17.85%,8.45%,52.57%,15.62%,25.23%,25.51%,10.01%,20.83%,25.69%,38.26%,25.80%,22.97%,25.51%,26.21%,26.80%,27.17%,15.88%,23.85%,26.40%,26.96%,16.79%,21.14%,30.48%,22.72%,18.14%,23.06%,29.57%,33.49%,23.06%,25.80%,17.44%,3.95%,24.26%,22.48%,20.92%,19.91%,26.26%,27.06%,29.64%,24.62%,15.71%,28.39%,10.86%,22.55%,15.30%,22.91%,15.30%,22.55%,14.87%,26.73%,6.58%,23.03%,12/30/2022,19.93%,16.36%,15.50%,17.24%,20.40%,15.08%,20.35%,15.53%,17.39%,27.85%,32.35%,13.65%,14.85%,18.62%,19.04%,20.08%,16.76%,39.27%,25.10%,23.81%,24.59%,24.47%,31.44%,16.95%,15.28%,15.19%,26.24%,16.74%,16.48%,20.58%,24.93%,19.83%,17.76%,20.62%,28.03%,30.66%,20.62%,25.10%,17.24%,24.44%,16.36%,22.13%,26.00%,20.40%,15.08%,24.75%,21.69%,19.42%,17.59%,21.51%,11.87%,14.10%,14.66%,16.44%,14.66%,14.10%,14.17%,16.52%,14.83%,16.51%,12/31/2024,20.98%,18.47%,16.09%,19.86%,24.56%,18.07%,20.40%,15.53%,18.99%,32.48%,34.80%,19.16%,20.36%,25.07%,21.58%,22.19%,19.10%,43.49%,29.11%,28.36%,28.31%,28.94%,35.54%,19.86%,20.12%,16.39%,30.69%,27.15%,17.70%,22.83%,29.66%,27.45%,19.53%,28.64%,30.83%,34.00%,28.64%,29.11%,19.86%,30.92%,18.47%,25.00%,30.29%,24.56%,18.07%,27.74%,28.12%,25.42%,22.77%,22.36%,14.69%,16.89%,14.40%,17.03%,14.40%,16.89%,14.20%,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
